SMILES,P(Act),
CCN(CC)C(=O)c1ccc(C(=C2CCN(Cc3ccc(F)cc3)CC2)c2cccc(F)c2)cc1,5.632644079,
O=C(Nc1nc2ccccc2n1CCN1CCCC1)c1ccc(F)cc1,5.619788758,
COC(=O)[C@@H]1C[C@H](OC(C)=O)C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@H](C(=O)c3ccsc3)C[C@]21C,5.596879479,
CCCCNCCN1CN(c2ccccc2)C2(CCN(C(c3ccccc3Cl)c3ccccc3Cl)CC2)C1=O,5.594141601,
CCCCCCNCc1ccc(OCc2ccccc2C(=O)Nc2ccc3nc(C)cc(N)c3c2)cc1,5.586197483,
COC(=O)[C@@H]1C[C@H](OC(C)=O)C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@H](/C=C\c3ccoc3)C[C@]21C,5.585026652,
COc1ccc(CCOC[C@H](O)CN2CN(c3ccc(F)cc3)C3(CCN(CC4CCCCCCC4)CC3)C2=O)cc1OC,5.585026652,
Fc1ccc(C(OCCN2CCN(C/C=C/c3ccccc3)CC2)c2ccc(F)cc2)cc1,5.57024772,
O=c1n(C[C@H](O)CO)c2ccccc2n1C1CCN(C[C@H]2[C@H]3CC[C@H](C3)C23CC3)CC1,5.568636236,
Cc1ccc(-n2[nH]c(C)c(C=Nc3ccc(Cl)c4cccnc34)c2=O)cc1,5.563837353,
CCN(CC)C(=O)c1ccc(C(=C2CCNCC2)c2cccc([N+](=O)[O-])c2)cc1,5.562249437,
CCCCCCCCCCNCc1ccc(OCc2ccccc2C(=O)Nc2ccc3nc(C)cc(N)c3c2)cc1,5.559878397,
CCOC(=O)N1CCC(c2ccccc2)(c2nccn2Cc2ccccc2)CC1,5.558619115,
O=C(O)c1ccccc1C(c1ccccc1)N1CCC(O)(c2ccccc2)CC1,5.543026986,
COC(=O)[C@@H]1C[C@H](OC(C)=O)C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@H](c3ccoc3)C[C@]21C,5.542622803,
Cc1ccc(S(=O)(=O)N2CCc3ccc(C(=O)NCCN(Cc4ccccc4)C(C)C)cc3C2)cc1,5.539102157,
Cc1nn(-c2cc(Cl)ccc2Cl)c2c1C(=O)CC(C)(C)C2,5.539102157,
CCOc1ccc(Cc2nc3cc(NC(=N)c4cccs4)ccc3n2C2CCN(C)CC2)cc1,5.537602002,
CCN(CC)C(=O)c1ccc(C(=C2CCNCC2)c2ccccc2F)cc1,5.525783736,
CC1(C)CC(=O)C2=C(C1)OC1=C(C(=O)CC(C)(C)C1)C2c1ccc(OCc2ccccc2OC(F)F)cc1,5.522878745,
Oc1cc(O)c2c(c1)O[C@@H](c1ccc(O)c(O)c1)[C@@H](O)C2,5.519993057,
O=C1c2c(O)cc(O)cc2OC(c2ccc(O)c(O)c2)C1O,5.512861625,
CC(C)Sc1nc2cc(Cl)c(N3CCN(CCO)CC3)cc2[nH]1,5.508638306,
CCC(CC)Sc1nc2cc(Cl)c(N3CCN(CCO)CC3)cc2[nH]1,5.508638306,
COc1cc(C)c2c3c1O[C@H]1[C@H](F)[C@H](C)C[C@H]4[C@@H](C2)N(C)CC[C@@]341,5.494850022,
Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1,5.487182241,
NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1Cc2ccccc2CN1C(=O)[C@@H](N)Cc1ccc(O)cc1,5.484126156,
CCN(CC)C(=O)c1ccc(C(=C2CCNCC2)c2cccc(C(C)=O)c2)cc1,5.482804102,
CCC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)C2C(N3CCCC3)CCCC21,5.476904162,
COC(=O)[C@@H]1C[C@H](OC(C)=O)C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@H](C3=C[C@@H](OC)O[C@H]3OC)C[C@]21C,5.476904162,
CCCNCc1ccc(OCc2ccccc2C(=O)Nc2ccc3nc(C)cc(N)c3c2)cc1,5.475603878,
CCN(CC)C(=O)c1ccc(C(=C2CCN(CC3CC3)CC2)c2ccccc2)cc1,5.469800302,
COC(=O)[C@@H]1C[C@H](OC(C)=O)C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@H](C(=O)c3cccc(C(F)(F)F)c3)C[C@]21C,5.468521083,
OC12C3C4CC5C6C4C1C6C(C53)N2Cc1ccccn1,5.466609292,
COc1ccc([C@@]2(CNC(C)=O)C[C@@H]3CC[C@H](C2)N3C(c2ccccc2Cl)c2ccccc2Cl)nc1,5.462558717,
O=C1NC[C@H](c2ccccc2)C12CCN([C@H]1CCCC[C@H]1c1ccccc1)CC2,5.457174573,
COC(=O)CN1C(=O)C2(CCN(CC3CCCCCCC3)CC2)c2ccccc21,5.449771647,
COC(=O)[C@@H]1C[C@H](OC(C)=O)C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@H](C(=O)c3ccccc3O)C[C@]21C,5.443697499,
O=C(c1ccccc1)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)C2C(N3CCC(O)C3)CCCC21,5.441291429,
CCN(CC)C(=O)c1ccc(C(=C2CCNCC2)c2ccccc2)cc1,5.420216403,
O=C(CCCc1ccccc1)N1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,5.419075024,
Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O,5.412120736,
COc1ccc2c(c1)[C@]13CCN(C)[C@H](C2)[C@]1(O)CC[C@@]1(C3)NC(=O)NC1=O,5.411603907,
Cc1ccc(S(=O)(=O)NCc2ccc(C(=O)NCCN3CCC(c4ccccc4)CC3)cc2)cc1,5.411168274,
COc1cccc(OC)c1-c1cccn(C(CN2CCC(O)C2)c2ccccc2)c1=O,5.407823243,
O=C1NCC(c2ccccc2)C12CCN(C1CCCCC1c1ccccc1)CC2,5.406713933,
NC(=O)c1cccc(C[C@@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)c1,5.404393565,
Cc1ccc(COc2ccc(C3C4=C(CC(C)(C)CC4=O)OC4=C3C(=O)CC(C)(C)C4)cc2)cc1,5.397940009,
O=C1NCN(c2ccccc2)C12CCN([C@@H]1CCCC[C@@]1(O)c1ccc(F)cc1)CC2,5.397940009,
COc1cccc(C2(O)CCCCC2CN(C)C)c1,5.395773947,
N#Cc1ccc2c(c1)c(C1=CCN(C3Cc4cccc5cccc3c45)CC1)cn2C[C@H](O)CN,5.382999659,
Clc1ccccc1C(c1ccccc1Cl)N1[C@H]2CC[C@@H]1C[C@@](CN1CCCC1)(c1ccccc1)C2,5.379968105,
Fc1ccc(C2(CCNCc3ccccc3)CCOC3(CCCCC3)C2)cc1,5.379791569,
O=C(Cc1ccc(Cl)c(Cl)c1)N1CCN(Cc2ccccc2)C2CCCC(N3CCC(O)C3)C21,5.366531544,
C#CCN1CN(c2ccccc2)C2(CCN(C(c3ccccc3)c3ccccc3)CC2)C1=O,5.365119859,
O=C(O)CCN1CCC[C@H]1Cc1nc2ccccc2n1[C@@H]1C[C@@H]2CCC[C@H](C1)N2[C@H]1C[C@H]2CCCC[C@H](C2)C1,5.363010898,
CC1(N2CCC(n3c(-c4ccc5cc[nH]c5c4)nc4ccccc43)CC2)CCCCCCC1,5.357733381,
O=C(O)CCN1CC[C@@H](Cc2nc3ccccc3n2[C@@H]2C[C@@H]3CCC[C@H](C2)N3[C@H]2C[C@H]3CCCC[C@H](C3)C2)C1,5.347077112,
NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1Cc2ccccc2CN1C(=O)[C@@H](N)Cc1ccc(O)cc1,5.346787486,
CCN(CC)C(=O)c1ccc(C(c2ccc(OC)cc2)N2CCNCC2)cc1,5.343135508,
O=C(O)CN1CCCC[C@H]1c1nc2ccccc2n1[C@@H]1C[C@@H]2CCC[C@H](C1)N2[C@H]1C[C@H]2CCCC[C@H](C2)C1,5.333482019,
O=c1c(-c2ccc(Cl)cc2)cccn1C(CN1CCCC1)c1ccccc1,5.315154638,
CN(C)CCCN(C(=O)c1ccc(S(=O)(=O)N(C)C2CCCCC2)cc1)c1nc2ccc(F)cc2s1,5.31461659,
COCCN(C(=O)c1cc(C)nn1C)C1c2ccccc2CCC1c1ccsc1,5.313185045,
Cc1cc(N)c2cc(NC(=O)c3ccccc3COc3ccc(CNCCCCCN)cc3)ccc2n1,5.311135432,
COC(=O)c1csc(S(=O)(=O)N2CCN(C(=O)c3ccccc3Nc3ccccc3)CC2)c1OC,5.304956341,
CCN(CC)C(=O)c1ccc(N(c2ccccc2)C2C[C@@H]3CC[C@H](C2)N3)cc1,5.297569464,
CCCCCN(CCN1CCCC1)C(=O)Cc1cccc2sccc12,5.283996656,
O=C1NCN(c2ccccc2)C12CCN([C@@H]1COCC[C@@]1(O)c1ccccc1)CC2,5.27572413,
Cc1cc(N)c2cc(NC(=O)c3ccccc3COc3ccc(CNCCCCN)cc3)ccc2n1,5.273028416,
CC(C)C1CCC(N2CCC3(CC2)C(=O)NCc2ccccc23)CC1,5.267123959,
O=C1NC[C@H](c2ccccc2)C12CCN([C@@H]1CCCC[C@@H]1c1ccccc1)CC2,5.261219442,
O=C(O)CCN1CCC[C@@H]1c1nc2ccccc2n1[C@@H]1C[C@@H]2CCC[C@H](C1)N2[C@H]1C[C@H]2CCCC[C@H](C2)C1,5.256490235,
CCN(CC)C(=O)c1ccc(C(c2cccc(F)c2)N2CCNCC2)cc1,5.248182212,
COC(=O)[C@@H]1C[C@H](OC(=O)CNC(=O)OC(C)(C)C)C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@H](c3ccoc3)C[C@]21C,5.247183569,
N#CC1(c2ccccc2)CCN(Cc2ccccc2)CC1,5.229147988,
COC(=O)CC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)C2C(N3CCC(O)C3)CCCC21,5.22184875,
Cc1ccc(C2(c3ccccc3C)CCNCC2)cc1,5.22184875,
COC(=O)N1C[C@H]2[C@@H](N3CCCC3)CC[C@@H]1CN2C(=O)Cc1ccc(Cl)c(Cl)c1,5.213248578,
CN(C(=O)Cc1ccc(Cl)c(Cl)c1)[C@H]1c2ccccc2-c2ccccc2[C@@H]1N1CCCC1,5.209363038,
C=CCN1C[C@H](C)N([C@H](c2ccc(C(=O)N3CCCC3)cc2)c2cccc(OC)c2)C[C@H]1C,5.208590084,
c1ccc(C2(N3CCCCC3)CCCCC2)cc1,5.201349355,
CCCCO[C@]1(c2cccc(OC)c2)CCCC[C@@H]1CN(C)C,5.187755303,
Cc1ccc(S(=O)(=O)NCc2ccc(C(=O)NC3CCCN(Cc4ccccc4)C3)cc2)cc1,5.170696227,
CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,5.169668007,
CCN(CC)C(=O)c1ccc(C(=C2CCN(Cc3ccc(F)cc3)CC2)c2ccncc2)cc1,5.167491087,
Cc1cc(N)c2cc(NC(=O)c3ccccc3COc3ccc(CNCCCCCCCCCN)cc3)ccc2n1,5.150519163,
COC(=O)[C@@H]1C[C@H](OC(C)=O)C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@H](C3CCOC3)C[C@]21C,5.140261434,
OC1(c2cccnc2)C2CCC1CN(C(c1ccccc1Cl)c1ccccc1Cl)C2,5.139362583,
CN1Cc2cccc(F)c2C2(CCN(C3CCC(C(C)(C)C)CC3)CC2)C1=O,5.107905397,
N#Cc1cccc(C(=O)Nc2nc3ccccc3n2CCN2CCCC2)c1,5.107905397,
Cc1cccc(S(=O)(=O)NCc2ccc(C(=O)NCCN(Cc3ccccc3)C(C)C)cc2)c1,5.097453221,
NC(=O)c1cc(F)cc(O[C@@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)c1,5.092373695,
[O-][N+]1(CCC(c2ccccc2)c2ccccc2)CCC(O)(c2cccc(C(F)(F)F)c2)CC1,5.090016305,
Cc1ccc(S(=O)(=O)N2CCc3cc(C(=O)NCCN(Cc4ccc(Br)cc4)C(C)C)ccc3C2)cc1,5.087777943,
Clc1ccccc1C(c1ccccc1Cl)N1[C@H]2CC[C@@H]1C[C@H](c1ncccc1Br)C2,5.076652344,
N#Cc1ccc(C2(O)CCN(C(c3ccccc3)c3ccccc3)CC2)cc1,5.076652344,
CCN(CCNC(=O)c1ccc(CNS(=O)(=O)c2ccc(Br)cc2)cc1)Cc1ccccc1,5.072629637,
Cc1cccc(-n2nc(C)c3c2CC(C)(C)CC3=O)c1C,5.050609993,
N#CCn1c(=O)c(=O)n(C2CCN(C3CCCCCCC3)CC2)c2ccccc21,5.020451625,
O=c1c(-c2ccc(Cl)cc2Cl)cncn1C(CN1CCCC1)c1ccccc1,5.017728767,
CCN(CC)C(=O)c1ccc(/C(=C2\C[C@@H]3CC[C@H](C2)N3C)c2ccccc2)cc1,5.01188716,
COC(=O)[C@@H]1C[C@H](OC(C)=O)C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@H]([C@@H]3CCOC3)C[C@]21C,5.009217308,
N#CC1(c2ccccc2)CCN(CCCCc2ccccc2)CC1,5.008773924,
COc1cccc2c1CC[C@H](N1CCCC1)[C@H]2N(C)C(=O)Cc1cccnc1,5,
Cc1ccc(C2(CCNCc3ccccc3O)CCOCC2)cc1,5,
O=c1c(Nc2ccc(C(F)(F)F)cc2)cccn1C(CN1CCCC1)c1ccccc1,5,
c1ccc([C@]2(CCNCc3ccc4ccccc4c3)CCOC3(CCCC3)C2)nc1,4.997593954,
Cc1ccc(C)c(-n2cc(CNCCCn3cccn3)c(-c3ccccc3)n2)c1,4.995807644,
Cc1ccc(C2(N3CCC4(CC3)C(=O)NCC4c3ccccc3)CCCCC2)cc1,4.978397284,
COc1ccc(C2(O)CCN(C(c3ccccc3)c3ccccc3)CC2)cc1,4.956637722,
NCCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)O,4.948847478,
C=CCN1C[C@H](C)N([C@H](c2ccc(C(=O)N(C)CC)cc2)c2cccc(OC)c2)C[C@H]1C,4.916855857,
O=C1CC(=O)N(C2CCN(C3CCCCCCC3)CC2)c2cccnc2N1,4.907279355,
Cc1ccccc1NC(S)=NCC(c1cccnc1)N(C)C,4.903472334,
CC(C)C1(O)CCN(C(c2ccccc2)c2ccccc2)CC1,4.878440156,
Cc1ccc(S(=O)(=O)N2CCc3cc(C(=O)NCCN(Cc4ccccc4)C(C)C)ccc3C2)cc1,4.821023053,
CN1CCC(C#N)(c2ccc3ccccc3c2)CC1,4.812479279,
CCOC(=O)C1(CC2CCCCO2)CCN(Cc2c(C)cc(C)cc2-n2cccn2)CC1,4.809752367,
Cn1c(CN2CCN(c3cccc(Cl)c3)CC2)nc2ccccc21,4.803879107,
O=c1[nH]c2ccccc2n([C@@H]2C[C@H]3C=C[C@@H](C2)N3C2/C=C\CCCCC2)c1=O,4.802719442,
O=C(Cc1cccc2sccc12)N1CC2CCCN2[C@@H]2CCCC[C@H]21,4.756961951,
CCOC(=O)C1(CCOc2ccccc2)CCN(Cc2cccn2-c2cccnc2)CC1,4.756465898,
CC(C)n1ncc2c(C(=O)Nc3cccc(C#N)c3)cc(C3CC3)nc21,4.744751623,
OC1(C2CC2)CCN(C(c2ccccc2)c2ccccc2)CC1,4.736009067,
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,4.725426536,
NC(=O)c1cccc(O[C@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccn2)c1,4.721223542,
c1ccc(COC2(c3ccccc3)CCN(C(c3ccccc3)c3ccccc3)CC2)cc1,4.668471481,
CN(C)[C@]1(c2ccccc2)CC[C@@H](NCCc2c[nH]c3ccccc23)CC1,4.593378929,
CN(C)CCCN(C(=O)c1ccc(S(=O)(=O)N(C)Cc2ccccc2)cc1)c1nc2c(F)cccc2s1,4.581980594,
O=c1[nH]c2ccc(N3CCOCC3)cc2n(C2CCN(C3CCCCCCC3)CC2)c1=O,4.549750892,
COc1ccc(N2CCN(CCCNC(=O)Cn3c(=O)c4cccn4c4c(C)ccnc43)CC2)c(OC)c1,4.510041521,
Cc1ccc(Cn2c(=N)n(CC(O)COc3ccccc3)c3ccccc32)cc1,4.454606281,
CCOC(=O)C1(c2ccccc2)CCN(CCC(=O)Nc2cccc(Br)c2)CC1,4.391089048,
Cc1ccc(CSCC(=O)N/N=C/c2sccc2C)cc1,4.368363479,
CCOc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,4.358575469,
COC(=O)c1cc(Br)cnc1N1CCC(NC2CCOCC2)CC1,4.301029996,
COc1ccc(OS(=O)(=O)c2sc(Br)cc2Br)cc1,4.301029996,
Cc1csc2c(NC3CCN(Cc4ccccc4)CC3)ncnc12,4.301029996,
CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(N)=O,4.13076828,
Cc1cc(O)cc(C)c1[C@@H](C)[C@@H](N)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)O)C(C)(C)S)C(C)(C)S,4.113509275,
CNCCc1ccc(O)c(O)c1,4.034600723,
O=C1C2CCCN2C(=O)N1CCCCN1CCN(c2ccccc2)CC1,4.034365632,
NCCc1c[nH]c2ccc(O)cc12,4.034356231,
COc1cccc(-c2nc(NC3CCCC3)c3ccccc3n2)c1O,4.034262232,
COc1ccc(NC(=O)CSc2ccc(-c3ccccn3)nn2)cc1OC,4.034163554,
Cc1[nH]c2ccccc2c1NC(=O)CN1CCN(C(=O)c2ccco2)CC1,4.034154158,
COc1cccc(N2CCN(Cc3nc(N)nc(N4CCCc5ccccc54)n3)CC2)c1,4.034116573,
COc1ccc(S(=O)(=O)NCC(c2ccc3c(c2)OCO3)N2CCN(c3ccccc3)CC2)cc1,4.034088387,
CN1CCc2cc(O)c(O)cc2C(c2ccccc2)C1,4.034083689,
CCOC(=O)N1CCC(N2CCCC(C(=O)c3ccccc3OC)C2)CC1,4.034074294,
CCn1c(N2CCN(S(=O)(=O)c3ccc(OC)cc3)CC2)nc2ccccc21,4.034074294,
Nc1nc(CN2CCN(c3ccccc3)CC2)nc(N2CCCc3ccccc32)n1,4.034074294,
CCOC(=O)N1CCN(Cc2ccc(OCC(O)CN3CCCCC3)cc2)CC1,4.0340649,
Cc1ccc(NC(=O)CN2CCN(c3ccccn3)CC2)cc1S(=O)(=O)N(C)C,4.0340649,
Clc1ccccc1CN1CCN(c2ncccn2)CC1,4.0340649,
CCC(=O)c1ccc(OCC(O)CN2CCN(c3ccccn3)CC2)cc1,4.034060202,
COc1cccc2c1cc1c(=O)n(CC(=O)N3CCC(C)CC3)nc(C)n12,4.034060202,
Cc1ccc(CN2CCN(c3ccccn3)CC2)s1,4.034041414,
COc1ccc(CN2CCN(C(=O)c3ccco3)CC2)cc1,4.03403202,
C1=CC2CC1CC2CN1CCN(c2ccccc2)CC1,4.034027323,
O=C(c1ccco1)N1CCN(CCCCN2C(=O)c3ccccc3C2=O)CC1,4.034027323,
COc1ccc(CN2CCN(C(=O)c3cccs3)CC2)cc1,4.034017929,
CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)C3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,4.034013232,
COc1ccc(CN2CCN(c3ccccn3)CC2)c(OC)c1,4.034008536,
Clc1ccccc1CN1CCN(c2ccccc2)CC1,4.034008536,
NC[C@H](O)c1ccc(O)c(O)c1,4.034008536,
O=[N+]([O-])c1ccc(OCC(O)CN2CCN(c3ccccc3F)CC2)cc1,4.034008536,
Fc1cccc(CN2CCN(c3ncccn3)CC2)c1,4.034003839,
CCCN1CC[C@@H]2c3cc(O)ccc3CC[C@@H]21,4.033999142,
CCOc1ccc(CN2CCN(C(=O)c3ccco3)CC2)cc1,4.033999142,
CN1C[C@H](CO)C=C2c3cccc4[nH]cc(c34)C[C@H]21,4.033999142,
Cc1ccc(S(=O)(=O)N2CCOCC2)cc1NC(=O)CNCc1cccnc1,4.033999142,
Cc1cccc(OCC(O)CN2CCN(c3ccccn3)CC2)c1C,4.033999142,
Clc1ccc(CN2CCN(c3ccccc3)CC2)cn1,4.033999142,
Oc1cc2c(cc1CN1CCN(c3ncccn3)CC1)OCO2,4.033999142,
c1ccc(COc2ccc(CN3CCN(c4ccccn4)CC3)cc2)cc1,4.033999142,
COc1ccc(CN2CCN(C(=O)c3ccco3)CC2)cc1OC,4.033952179,
Cc1cccc(C)c1OCC(O)CN1CCN(c2ccccc2)CC1,4.033952179,
Cc1cccc(CN2CCN(c3ccccn3)CC2)c1,4.033952179,
Clc1ccc(CN2CCN(c3ncccn3)CC2)cc1Cl,4.033952179,
O=C(c1ccco1)N1CCN(CCCCOc2ccc(F)cc2)CC1,4.033952179,
O=S(=O)(c1ccc(OCC(O)CN2CCN(c3ccccc3Cl)CC2)cc1)N1CCOCC1,4.033952179,
Oc1cc2c(c(Cl)c1O)CCNCC2c1ccccc1,4.033952179,
C/C(=C\c1ccccc1)CN1CCN(c2ccccc2)CC1,4.033909916,
CCC(CO)NC(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,4.033909916,
Cc1ccccc1-c1ccc(/C=C2/SC(N3CCOCC3)=NC2=O)o1,4.033909916,
COc1ccccc1C(=O)NCCN1CCN(c2ccccc2)CC1,4.033867658,
CC(=O)N1CCc2cc(C(=O)CN3CCN(c4cccc(Cl)c4)CC3)ccc21,4.033778458,
CCCCN(CC)CCCNC(=O)CC1Oc2ccccc2NC1=O,4.033778458,
O=C(c1ccco1)N1CCN(Cc2ccccc2F)CC1,4.033778458,
CN1C[C@H](CO)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,4.033736212,
CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1,4.033693971,
COc1cccc(CN2CCN(c3ncccn3)CC2)c1OC,4.033693971,
Cc1cccc(CN2CCN(c3ncccn3)CC2)c1,4.033693971,
CCCN[C@H]1CCc2nc(N)sc2C1,4.033651733,
CN1CCc2c(sc(/N=C/c3cc(C(C)(C)C)ccc3O)c2C#N)C1,4.033604807,
NCC(O)c1cc(O)c(O)cc1F,4.033604807,
CCC(c1nnnn1-c1c(C)cccc1C)N1CCN(C/C=C/c2ccccc2)CC1,4.033520353,
CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,4.033435916,
CCCN(CCc1ccccc1)C1CCc2c(O)cccc2C1,4.033304601,
O=C(Nc1nc2ccccc2n1CCN1CCCC1)c1nc2ccccc2s1,4,
CC(C)N[C@@H]1CCn2c(=O)[nH]c3cccc(c32)[C@H]1O,3.799149502,
